consumer_id,per_week_purchase_total,per_week_unique_ips,per_week_update_account,per_week_payment_method_change
15684,,1.0,,0.0
15685,13.57,2.0,1.0,1.0
15686,0.0,1.0,,0.0
15687,0.0,1.0,3.0,0.0
15688,18.798910737400703,2.0,1.0,0.0
15689,10.88,1.0,3.0,0.0
15690,131.11,2.0,,0.0
15692,53.39,7.0,4.0,0.0
15693,0.0,1.0,1.0,0.0
15695,33.3,1.0,,1.0
15696,0.0,2.0,3.0,2.0
15697,0.0,1.0,2.0,0.0
15699,0.0,1.0,,0.0
15700,,1.0,,0.0
15701,0.0,1.0,3.0,0.0
15703,13.54,1.0,,0.0
15704,46.2,1.0,,0.0
15705,,1.0,,0.0
15707,,1.0,,0.0
15708,9.87,3.0,13.0,0.0
15709,,1.0,,0.0
15710,0.0,1.0,1.0,0.0
15712,0.0,1.0,1.0,0.0
15713,,1.0,1.0,0.0
15714,13.31,1.0,,0.0
15715,,1.0,,0.0
15717,43.16,2.0,,0.0
15718,0.0,1.0,1.0,0.0
15720,8.58,1.0,1.0,0.0
15721,27.1937193472272,1.0,,0.0
15723,,1.0,1.0,0.0
15724,,1.0,,0.0
15725,,1.0,,0.0
15727,,1.0,5.0,0.0
15728,,1.0,1.0,0.0
15729,45.67,1.0,,0.0
15730,,1.0,2.0,0.0
15731,60.71,1.0,,0.0
15732,47.17,2.0,1.0,0.0
15733,,1.0,2.0,0.0
15734,50.66,1.0,2.0,0.0
15735,,1.0,,0.0
15736,,1.0,,0.0
15737,0.0,1.0,,0.0
15739,0.0,1.0,,0.0
15740,,1.0,,0.0
15741,20.83,1.0,3.0,0.0
15742,130.13,2.0,,0.0
15743,61.05,2.0,12.0,0.0
15745,14.1,1.0,4.0,0.0
15746,13.15,2.0,,0.0
15748,27.24,1.0,,0.0
15749,,1.0,,0.0
15750,0.0,1.0,5.0,2.0
15751,,1.0,,0.0
15753,,1.0,,0.0
15754,18.8,1.0,1.0,0.0
15755,,1.0,,0.0
15757,,1.0,2.0,0.0
15758,,2.0,,1.0
15759,71.2,1.0,,0.0
15761,,1.0,,0.0
15762,0.0,1.0,1.0,0.0
15764,0.0,2.0,2.0,0.0
15765,30.77,1.0,,0.0
15766,16.86,1.0,1.0,0.0
15767,53.54,1.0,,0.0
15768,,1.0,,0.0
15769,,1.0,,0.0
15771,0.0,3.0,2.0,0.0
15772,15.05,1.0,1.0,0.0
15773,,1.0,1.0,0.0
15774,0.0,1.0,,0.0
15775,,1.0,1.0,0.0
15776,,1.0,,0.0
15778,,1.0,,1.0
15779,31.73,1.0,1.0,0.0
15780,,1.0,4.0,2.0
15781,15.64,1.0,,0.0
15782,,1.0,,0.0
15783,,1.0,1.0,0.0
15784,,1.0,,0.0
15785,0.0,1.0,,0.0
15786,160.24,3.0,5.0,3.0
15787,41.01,2.0,3.0,0.0
15788,,1.0,1.0,0.0
15789,52.08,3.0,10.0,0.0
15790,39.85,1.0,,0.0
15791,15.69,1.0,,0.0
15794,49.15000000000001,1.0,,0.0
15795,19.42,1.0,3.0,0.0
15797,,1.0,,1.0
15798,36.31,1.0,,0.0
15799,38.96,1.0,,0.0
15801,0.0,3.0,3.0,0.0
15802,32.08,1.0,10.0,2.0
15803,25.9,1.0,3.0,0.0
15804,,1.0,1.0,0.0
15805,4.33,2.0,1.0,1.0
15806,56.17,2.0,2.0,0.0
15807,48.91,2.0,,0.0
15808,,2.0,,6.0
15809,18.82,1.0,,0.0
15813,31.12,2.0,,2.0
15814,,1.0,1.0,0.0
15815,17.08,1.0,,0.0
15816,55.0,1.0,,0.0
15818,41.41,1.0,,0.0
15819,20.01,2.0,5.0,0.0
15820,,1.0,,0.0
15821,158.89,4.0,4.0,3.0
15822,0.0,1.0,9.0,0.0
15823,14.27,1.0,,0.0
15824,34.57,1.0,,0.0
15825,18.6,1.0,1.0,0.0
15829,20.77,1.0,6.0,0.0
15831,64.7,2.0,1.0,0.0
15832,60.08,1.0,1.0,0.0
15833,32.61,1.0,,0.0
15834,149.89,1.0,,3.0
15835,0.0,2.0,2.0,0.0
15836,56.79,3.0,,0.0
15837,33.68,1.0,,0.0
15838,32.26,2.0,10.0,3.0
15840,124.86,2.0,4.0,0.0
15841,20.0,1.0,1.0,0.0
15843,,1.0,,0.0
15844,,1.0,,0.0
15845,,1.0,,0.0
15846,48.56,2.0,,0.0
15847,18.05,1.0,1.0,0.0
15848,33.0,2.0,2.0,0.0
15850,,2.0,9.0,2.0
15851,55.68,4.0,5.0,0.0
15852,0.0,1.0,,0.0
15853,,1.0,2.0,0.0
15855,36.38,1.0,4.0,0.0
15857,,1.0,1.0,0.0
15858,,1.0,1.0,0.0
15859,43.66,1.0,1.0,0.0
15860,,1.0,,0.0
15861,31.5,1.0,3.0,0.0
15862,3.17,5.0,5.0,0.0
15863,40.48,1.0,,0.0
15864,31.57,1.0,1.0,0.0
15866,88.71,1.0,1.0,1.0
15868,0.0,1.0,,0.0
15869,0.0,1.0,1.0,0.0
15871,,1.0,1.0,0.0
15872,63.15,2.0,,0.0
15874,,1.0,3.0,2.0
15875,,1.0,,0.0
15876,96.45,2.0,,0.0
15877,53.89,1.0,,0.0
15879,24.18,1.0,,1.0
15880,,1.0,,0.0
15881,0.0,1.0,,0.0
15882,35.64,1.0,1.0,0.0
15883,,1.0,,0.0
15884,,1.0,,0.0
15885,24.62,1.0,1.0,0.0
15886,53.8,1.0,,0.0
15887,,1.0,,0.0
15888,,1.0,3.0,0.0
15889,33.53,1.0,,0.0
15890,13.89,2.0,3.0,0.0
15893,,1.0,,0.0
15894,,2.0,8.0,4.0
15897,,1.0,,0.0
15898,,2.0,7.0,2.0
15899,54.98,2.0,,0.0
15900,46.05,3.0,4.0,0.0
15903,0.0,1.0,,0.0
15904,,1.0,1.0,0.0
15905,391.3,2.0,24.0,3.0
15906,25.43,1.0,2.0,0.0
15908,76.64999999999998,1.0,1.0,0.0
15909,36.49,1.0,2.0,0.0
15910,,1.0,16.0,0.0
15912,,1.0,,2.0
15913,31.66,2.0,3.0,1.0
15914,24.18,1.0,,0.0
15917,38.34,3.0,8.0,0.0
15921,,1.0,,0.0
15922,27.46,1.0,,0.0
15923,0.0,2.0,2.0,0.0
15926,82.12,1.0,3.0,0.0
15927,,1.0,2.0,0.0
15928,0.0,1.0,,0.0
15929,33.24,1.0,,0.0
15930,,1.0,,0.0
15931,,1.0,,0.0
15932,,1.0,3.0,0.0
15933,,1.0,,0.0
15934,0.0,1.0,,0.0
15936,26.62,1.0,,0.0
15937,20.99,1.0,,0.0
15939,14.23,2.0,4.0,0.0
15940,,1.0,,0.0
15941,,1.0,6.0,2.0
15942,20.853585998239726,1.0,,0.0
15943,,1.0,4.0,1.0
15944,17.15,1.0,3.0,0.0
15945,0.0,1.0,,0.0
15946,,1.0,,0.0
15949,2.0,10.0,41.0,28.0
15950,0.0,1.0,,0.0
15952,44.6184749400676,1.0,3.0,0.0
15953,27.24,1.0,,0.0
15955,44.71,1.0,12.0,0.0
15956,,1.0,2.0,0.0
15957,24.45,1.0,1.0,0.0
15959,44.98,1.0,,0.0
15960,27.76,1.0,,1.0
15961,33.4,1.0,1.0,0.0
15962,0.0,1.0,7.0,5.0
15963,27.13,1.0,4.0,0.0
15964,24.72,1.0,2.0,1.0
15965,0.0,1.0,,0.0
15966,,1.0,8.0,1.0
15967,53.18,1.0,,0.0
15968,,2.0,,1.0
15969,38.98,1.0,,0.0
15970,0.0,1.0,1.0,0.0
15971,23.82,1.0,1.0,0.0
15974,33.4,1.0,,0.0
15975,141.13,1.0,,0.0
15976,,1.0,1.0,0.0
15977,27.74,1.0,2.0,0.0
15978,67.44,1.0,4.0,0.0
15979,28.55,1.0,,0.0
15981,45.41,1.0,,0.0
15982,28.16,1.0,1.0,0.0
15984,40.02,1.0,,0.0
15986,0.0,1.0,,0.0
15987,,1.0,1.0,0.0
15989,4.54,1.0,,0.0
15990,40.58,1.0,,0.0
15992,30.06,1.0,2.0,0.0
15994,,1.0,5.0,0.0
15995,61.55,1.0,,0.0
15999,17.81,1.0,3.0,0.0
16001,7.58,2.0,3.0,0.0
16002,0.0,1.0,,0.0
16004,,1.0,1.0,0.0
16005,,1.0,1.0,0.0
16006,0.0,1.0,1.0,0.0
16007,24.03,1.0,,0.0
16008,21.01,2.0,2.0,0.0
16010,,1.0,,0.0
16012,24.74,2.0,1.0,1.0
16014,55.06,1.0,1.0,1.0
16015,,1.0,,0.0
16016,,1.0,,0.0
16018,41.9,1.0,1.0,0.0
16019,16.81,1.0,,0.0
16020,,1.0,,0.0
16021,16.43,2.0,11.0,0.0
16023,,1.0,1.0,0.0
16024,57.27,1.0,5.0,0.0
16025,53.99,1.0,,0.0
16026,22.39,1.0,5.0,0.0
16028,18.84,1.0,,0.0
16029,3.79,1.0,2.0,0.0
16030,24.83,1.0,,0.0
16031,22.05,1.0,,0.0
16033,0.0,1.0,1.0,0.0
16034,20.99,1.0,1.0,0.0
16035,0.0,1.0,,0.0
16036,23.97,1.0,,0.0
16037,8.93,5.0,6.0,0.0
16038,25.41,1.0,6.0,3.0
16039,18.96,1.0,,0.0
16041,,1.0,,0.0
16042,20.69,2.0,,0.0
16043,,1.0,,0.0
16044,18.92,1.0,,0.0
16045,103.41,1.0,,0.0
16046,267.25,4.0,9.0,0.0
16048,42.63,2.0,,0.0
16049,40.08,1.0,,0.0
16050,,1.0,1.0,0.0
16051,,1.0,,0.0
16052,25.81,1.0,,0.0
16053,,1.0,,0.0
16055,165.43,2.0,30.0,24.0
16056,,1.0,2.0,0.0
16057,,1.0,,0.0
16058,29.18,1.0,,0.0
16059,44.93,2.0,2.0,0.0
16060,0.0,1.0,,0.0
16061,,1.0,,0.0
16062,31.89,2.0,2.0,0.0
16063,41.63,2.0,,1.0
16064,19.29,1.0,,0.0
16065,24.28,1.0,1.0,0.0
16067,,1.0,,0.0
16068,55.13,1.0,,0.0
16069,39.14,2.0,1.0,0.0
16071,38.11,2.0,2.0,0.0
16072,4.39,1.0,7.0,0.0
16074,42.55,1.0,4.0,1.0
16075,39.19,4.0,15.0,22.0
16076,27.0,1.0,1.0,0.0
16077,4.33,2.0,1.0,1.0
16078,0.0,1.0,,0.0
16079,,1.0,,0.0
16080,,1.0,,0.0
16081,28.167092558215824,1.0,9.0,0.0
16082,,1.0,,0.0
16084,67.06,2.0,,1.0
16086,19.33,1.0,3.0,0.0
16087,30.67,2.0,,0.0
16088,34.34,1.0,,0.0
16094,126.14,4.0,2.0,1.0
16095,0.0,1.0,,0.0
16096,,1.0,,0.0
16097,136.04,4.0,2.0,0.0
16098,0.0,2.0,5.0,0.0
16099,,1.0,,0.0
16100,0.0,1.0,,0.0
16101,23.37,1.0,1.0,0.0
16102,,1.0,1.0,0.0
16103,42.31,1.0,,0.0
16105,29.88,1.0,1.0,0.0
16107,15.77,4.0,5.0,3.0
16108,,1.0,,0.0
16109,28.94,1.0,,0.0
16110,,1.0,1.0,0.0
16111,0.0,1.0,1.0,0.0
16112,,1.0,,0.0
16113,,1.0,,0.0
16114,22.23,1.0,1.0,0.0
16115,41.3,1.0,,0.0
16117,,1.0,,0.0
16119,,1.0,,0.0
16120,68.31,4.0,,1.0
16121,0.0,1.0,1.0,0.0
16123,0.0,1.0,,0.0
16125,35.36,1.0,,0.0
16126,,1.0,,0.0
16127,80.69,2.0,1.0,0.0
16129,12.1,1.0,3.0,0.0
16130,32.13,1.0,2.0,0.0
16131,0.0,1.0,1.0,0.0
16132,99.82,1.0,,0.0
16133,27.75,1.0,,0.0
16134,47.79,1.0,,0.0
16135,,1.0,,0.0
16136,55.18,2.0,3.0,0.0
16138,44.71,1.0,8.0,1.0
16140,22.68,1.0,,0.0
16141,0.0,2.0,2.0,0.0
16142,,1.0,,0.0
16143,357.98,4.0,7.0,1.0
16144,33.79,1.0,,0.0
16145,4.33,2.0,1.0,1.0
16147,,4.0,5.0,4.0
16148,,1.0,1.0,0.0
16150,63.16,1.0,,0.0
16151,,1.0,5.0,0.0
16152,18.81,2.0,3.0,1.0
16153,32.17,1.0,,0.0
16155,,1.0,,0.0
16156,52.06,2.0,1.0,0.0
16157,,1.0,1.0,0.0
16158,4.33,2.0,3.0,1.0
16159,37.22,1.0,,0.0
16160,257.45,2.0,1.0,2.0
16161,,1.0,2.0,0.0
16163,18.0,1.0,1.0,0.0
16164,79.55,1.0,,0.0
16165,17.34,3.0,5.0,0.0
16166,65.95,1.0,5.0,1.0
16167,,1.0,6.0,0.0
16168,,1.0,,0.0
16169,,1.0,,3.0
16170,24.78,2.0,,0.0
16171,0.0,1.0,7.0,2.0
16172,,1.0,,0.0
16173,56.68,1.0,,0.0
16175,50.19,2.0,,0.0
16176,27.5,1.0,3.0,0.0
16177,93.34,1.0,,0.0
16179,,1.0,7.0,0.0
16180,,1.0,2.0,0.0
16181,64.03999999999999,1.0,1.0,1.0
16182,4.33,2.0,1.0,1.0
16183,27.62,1.0,,1.0
16185,0.0,1.0,,0.0
16186,,1.0,,0.0
16187,,1.0,,0.0
16188,,1.0,,1.0
16189,94.46,1.0,4.0,1.0
16190,20.33,1.0,1.0,0.0
16191,,1.0,,0.0
16192,21.74,1.0,,0.0
16193,,1.0,,0.0
16195,,1.0,,0.0
16196,66.57,1.0,7.0,1.0
16197,0.0,1.0,,0.0
16198,162.47,2.0,3.0,0.0
16199,,2.0,3.0,0.0
16200,20.34,1.0,1.0,0.0
16201,20.52,2.0,5.0,1.0
16202,,1.0,,0.0
16204,31.96,1.0,7.0,9.0
16205,36.93,1.0,,0.0
16206,28.6,1.0,1.0,0.0
16207,,1.0,,0.0
16208,16.83,1.0,2.0,0.0
16209,,2.0,2.0,0.0
16210,,1.0,,0.0
16212,0.0,1.0,1.0,0.0
16213,57.31,1.0,,0.0
16214,,1.0,,0.0
16215,39.36,2.0,2.0,0.0
16216,,1.0,2.0,0.0
16217,,2.0,4.0,0.0
16218,78.59,1.0,,0.0
16219,,1.0,,0.0
16220,29.69,1.0,1.0,0.0
16221,127.53,2.0,,1.0
16222,,1.0,,0.0
16223,,1.0,3.0,0.0
16224,46.55,1.0,,0.0
16225,,1.0,,0.0
16226,30.55,1.0,,3.0
16227,,1.0,1.0,0.0
16228,81.21000000000002,1.0,7.0,1.0
16229,71.56,4.0,17.0,9.0
16230,,1.0,,0.0
16231,,1.0,,0.0
16232,0.0,1.0,1.0,0.0
16233,23.07,1.0,1.0,0.0
16234,,1.0,,0.0
16235,0.0,1.0,1.0,0.0
16236,,1.0,,0.0
16237,,1.0,,0.0
16238,,2.0,2.0,0.0
16239,0.0,1.0,,0.0
16240,17.0,2.0,2.0,0.0
16241,,1.0,,0.0
16242,,2.0,,0.0
16244,26.96,2.0,2.0,0.0
16245,23.82,1.0,4.0,0.0
16246,24.79,1.0,,0.0
16248,,1.0,2.0,0.0
16249,,1.0,,0.0
16250,35.72,3.0,5.0,0.0
16252,21.74,1.0,,0.0
16253,20.45,1.0,,0.0
16254,151.07,1.0,,0.0
16255,24.1,1.0,,0.0
16256,,1.0,,2.0
16257,,1.0,,0.0
16258,16.86,1.0,3.0,0.0
16259,14.77,1.0,,0.0
16260,,1.0,3.0,0.0
16262,0.0,1.0,,0.0
16263,69.64,2.0,5.0,0.0
16264,,1.0,,0.0
16265,,1.0,,0.0
16266,18.48,1.0,1.0,0.0
16267,25.29,1.0,,0.0
16268,,1.0,,0.0
16269,82.81,2.0,,1.0
16270,4.48,1.0,3.0,0.0
16271,15.36,1.0,,0.0
16272,73.21,1.0,,0.0
16273,,1.0,,0.0
16275,54.95,1.0,,0.0
16276,,1.0,,0.0
16277,0.0,1.0,,0.0
16278,63.97,1.0,,0.0
16279,111.57,2.0,,0.0
16280,0.0,1.0,,0.0
16281,0.0,1.0,1.0,0.0
16282,0.0,3.0,8.0,1.0
16283,,1.0,9.0,5.0
16284,27.75,1.0,,0.0
16285,0.0,1.0,,0.0
16286,0.0,1.0,,0.0
16287,0.0,1.0,,0.0
16289,71.49,1.0,,0.0
16291,,1.0,2.0,0.0
16293,0.0,1.0,1.0,0.0
16294,34.97,1.0,,0.0
16295,23.25,1.0,,0.0
16297,,1.0,,0.0
16298,,1.0,,0.0
16300,86.85,1.0,,0.0
16301,,1.0,,0.0
16303,88.03,1.0,,0.0
16304,,1.0,,0.0
16305,71.09,1.0,,0.0
16306,38.73,1.0,,0.0
16308,0.0,1.0,,0.0
16310,27.76,1.0,1.0,0.0
16312,103.45,6.0,7.0,0.0
16313,51.33833161974516,1.0,4.0,0.0
16316,2.0,2.0,1.0,0.0
16317,34.4,1.0,,0.0
16318,65.54,1.0,,0.0
16319,23.16,1.0,,0.0
16320,,1.0,,0.0
16321,0.0,1.0,,0.0
16323,28.77,1.0,2.0,0.0
16324,28.98,1.0,,0.0
16325,34.34,1.0,4.0,0.0
16326,,1.0,,0.0
16327,35.11,1.0,,0.0
16328,,1.0,,0.0
16329,0.0,1.0,3.0,0.0
16330,175.42000000000004,4.0,22.0,15.0
16331,165.09,2.0,3.0,0.0
16332,,1.0,,0.0
16334,38.39,3.0,3.0,0.0
16335,,1.0,,0.0
16336,66.41999999999999,1.0,,0.0
16337,23.41,1.0,,0.0
16340,,1.0,1.0,0.0
16342,127.97,5.0,,0.0
16343,2.04,1.0,4.0,0.0
16344,0.0,1.0,,0.0
16347,27.48,3.0,1.0,0.0
16348,62.4,1.0,,0.0
16350,,1.0,,0.0
16351,,1.0,,0.0
16352,,1.0,,0.0
16353,,1.0,,0.0
16354,,1.0,,0.0
16355,33.7,2.0,2.0,0.0
16358,,1.0,,0.0
16359,37.0,2.0,2.0,0.0
16360,31.81,1.0,1.0,0.0
16361,260.72,1.0,9.0,0.0
16362,,2.0,8.0,4.0
16363,,1.0,,0.0
16364,25.21,1.0,,0.0
16365,0.0,1.0,,0.0
16367,22.27,1.0,,0.0
16368,237.52,1.0,,0.0
16370,54.44,1.0,,0.0
16371,18.96,1.0,,0.0
16372,27.547385872742257,2.0,,0.0
16373,,2.0,1.0,0.0
16374,11.82,1.0,,0.0
16377,,1.0,,0.0
16378,,1.0,10.0,5.0
16379,30.81,1.0,,1.0
16380,,1.0,,0.0
16381,0.0,1.0,2.0,0.0
16382,0.0,1.0,1.0,1.0
16383,31.62,1.0,1.0,0.0
16384,29.98,1.0,,0.0
16385,19.89,1.0,4.0,0.0
16386,22.36,1.0,2.0,0.0
16387,17.7,1.0,4.0,0.0
16388,24.91,2.0,,0.0
16389,22.69,4.0,18.0,13.0
16391,66.06,2.0,3.0,1.0
16392,,1.0,1.0,0.0
16393,,1.0,,0.0
16395,,2.0,4.0,0.0
16396,,1.0,1.0,0.0
16399,23.42,1.0,,0.0
16400,,1.0,,0.0
16401,16.39,1.0,4.0,0.0
16402,20.69,1.0,,0.0
16403,,1.0,,0.0
16404,,1.0,1.0,0.0
16405,0.0,1.0,1.0,0.0
16407,19.86,3.0,6.0,0.0
16409,0.0,1.0,1.0,0.0
16410,,2.0,,0.0
16411,61.27,1.0,,1.0
16412,,1.0,,0.0
16413,38.26,2.0,6.0,0.0
16414,33.87,1.0,,0.0
16416,6.86,1.0,4.0,0.0
16417,0.0,1.0,,0.0
16418,,2.0,1.0,0.0
16419,34.09,3.0,2.0,0.0
16420,23.41,1.0,,0.0
16422,0.0,2.0,2.0,0.0
16423,,1.0,1.0,0.0
16424,0.0,1.0,1.0,0.0
16425,10.04,1.0,8.0,1.0
16426,59.53,2.0,,0.0
16427,,1.0,,0.0
16429,0.0,2.0,2.0,0.0
16430,31.39,2.0,,0.0
16431,,1.0,,0.0
16432,866.76,1.0,5.0,0.0
16435,34.41,1.0,,0.0
16436,1035.59,1.0,4.0,0.0
16437,,1.0,4.0,2.0
16438,18.877210955725342,1.0,2.0,0.0
16439,0.0,1.0,,0.0
16441,19.36,2.0,5.0,0.0
16442,70.00999999999999,1.0,10.0,0.0
16443,,2.0,2.0,0.0
16445,0.0,2.0,1.0,0.0
16446,35.65193702974703,1.0,,0.0
16447,,1.0,1.0,0.0
16448,,1.0,1.0,2.0
16450,31.67,1.0,,1.0
16451,0.0,1.0,1.0,0.0
16452,22.88,2.0,2.0,0.0
16455,0.0,2.0,3.0,0.0
16456,,1.0,,0.0
16457,20.13,1.0,1.0,0.0
16458,,1.0,,0.0
16459,16.07,1.0,,0.0
16462,,1.0,,2.0
16463,36.85,1.0,,0.0
16464,21.36,1.0,,0.0
16465,0.0,2.0,2.0,0.0
16466,,1.0,,0.0
16467,,2.0,,0.0
16468,316.1500000000001,1.0,24.0,22.0
16469,69.35,2.0,,0.0
16470,,1.0,,0.0
16471,0.0,1.0,1.0,2.0
16472,0.0,1.0,,0.0
16473,,1.0,,0.0
16474,,1.0,1.0,1.0
16475,,2.0,,0.0
16477,0.0,1.0,1.0,0.0
16479,,1.0,,0.0
16481,0.0,2.0,1.0,0.0
16482,,1.0,14.0,1.0
16483,,1.0,1.0,0.0
16484,450.13,2.0,9.0,0.0
16485,0.0,1.0,,0.0
16486,22.29,1.0,,0.0
16487,,1.0,,0.0
16488,,1.0,,0.0
16489,89.03,1.0,4.0,0.0
16490,,1.0,1.0,0.0
16491,106.61999999999998,9.0,6.0,0.0
16492,,1.0,1.0,0.0
16493,,1.0,1.0,0.0
16495,31.0,1.0,,0.0
16496,0.0,1.0,2.0,0.0
16497,16.97,1.0,3.0,0.0
16498,,1.0,1.0,0.0
16499,198.0,2.0,1.0,0.0
16501,8.22,1.0,9.0,0.0
16502,25.73,1.0,,0.0
16503,58.89,1.0,,0.0
16505,39.96,1.0,,0.0
16507,,1.0,,0.0
16508,0.0,2.0,4.0,0.0
16509,18.98,2.0,2.0,0.0
16510,26.85,1.0,,0.0
16511,0.0,1.0,,0.0
16512,28.82,1.0,,0.0
16513,,1.0,,0.0
16514,166.73000000000005,6.0,10.0,2.0
16515,0.0,1.0,,0.0
16516,,1.0,,0.0
16517,,1.0,,0.0
16518,,1.0,,0.0
16519,55.16,2.0,,0.0
16520,,1.0,1.0,0.0
16521,,1.0,,0.0
16523,,1.0,8.0,2.0
16524,,1.0,6.0,1.0
16525,37.61,1.0,,0.0
16526,26.43,1.0,,0.0
16528,,1.0,1.0,0.0
16529,55.0,2.0,4.0,0.0
16531,0.0,1.0,,0.0
16532,61.69000000000001,3.0,10.0,10.0
16534,12.94,3.0,2.0,0.0
16535,15.58,4.0,7.0,0.0
16536,,1.0,,0.0
16538,31.65,1.0,,0.0
16539,723.31,2.0,5.0,0.0
16540,36.54,2.0,5.0,1.0
16541,,1.0,,0.0
16542,,1.0,1.0,0.0
16543,,1.0,,0.0
16544,19.59,1.0,1.0,0.0
16545,22.54,1.0,,0.0
16547,82.5,1.0,,0.0
16549,,1.0,,0.0
16550,43.04,1.0,,0.0
16551,50.97,2.0,,0.0
16552,,1.0,,0.0
16553,0.0,1.0,1.0,0.0
16556,13.38,1.0,4.0,0.0
16557,0.0,1.0,,0.0
16558,19.43,3.0,2.0,0.0
16559,,1.0,,0.0
16560,19.41,1.0,,0.0
16562,103.91,4.0,,0.0
16563,0.0,3.0,14.0,0.0
16565,,1.0,1.0,0.0
16566,15.8,3.0,6.0,3.0
16568,11.64,1.0,4.0,0.0
16569,0.0,1.0,,0.0
16571,,1.0,,0.0
16572,13.22,1.0,,0.0
16573,33.8,1.0,2.0,0.0
16575,,1.0,,1.0
16578,,1.0,,0.0
16579,0.0,2.0,,0.0
16580,38.28,2.0,17.0,7.0
16584,15.92,1.0,,0.0
16585,,1.0,,0.0
16586,0.0,1.0,2.0,2.0
16588,,1.0,,0.0
16590,0.0,1.0,,0.0
16591,,1.0,1.0,0.0
16592,,1.0,,0.0
16594,0.0,1.0,2.0,0.0
16595,24.07,1.0,,0.0
16598,,1.0,,0.0
16602,,1.0,,0.0
16604,,1.0,,0.0
16605,,1.0,,0.0
16606,48.03,1.0,,0.0
16608,,1.0,4.0,2.0
16609,21.3,2.0,9.0,4.0
16611,51.07,1.0,,0.0
16612,30.41,1.0,,0.0
16613,20.48,1.0,,0.0
16614,107.28,5.0,4.0,0.0
16615,28.28,1.0,,0.0
16616,17.75,1.0,,0.0
16617,0.0,2.0,2.0,0.0
16619,51.84,3.0,6.0,1.0
16620,35.25,1.0,4.0,0.0
16621,,1.0,,0.0
16622,114.72,3.0,,0.0
16623,,1.0,,0.0
16624,,1.0,,0.0
16625,20.53,1.0,,0.0
16626,,1.0,,0.0
16627,30.65,1.0,,0.0
16628,0.0,1.0,2.0,0.0
16629,0.0,1.0,6.0,0.0
16630,40.8,1.0,,0.0
16631,,2.0,2.0,0.0
16632,31.39,1.0,1.0,0.0
16633,0.0,1.0,,0.0
16634,56.86,1.0,3.0,0.0
16636,,1.0,4.0,2.0
16637,17.0,1.0,,0.0
16638,,1.0,,0.0
16640,47.92,1.0,4.0,0.0
16641,,1.0,1.0,0.0
16642,,1.0,,0.0
16643,16.55,1.0,,0.0
16644,20.0,1.0,,0.0
16645,0.0,1.0,,0.0
16647,59.1,2.0,4.0,0.0
16648,,1.0,,0.0
16650,15.11,1.0,,0.0
16651,0.0,1.0,2.0,2.0
16652,,1.0,,0.0
16655,32.24,2.0,2.0,0.0
16656,94.28,1.0,,0.0
16657,0.0,1.0,,0.0
16658,,1.0,,0.0
16659,0.0,1.0,,0.0
16661,,1.0,,0.0
16662,,1.0,1.0,0.0
16663,33.15,1.0,,1.0
16665,115.73,1.0,5.0,0.0
16667,25.12,1.0,,0.0
16668,64.86,2.0,,0.0
16669,0.0,1.0,2.0,0.0
16670,,1.0,,0.0
16672,,1.0,1.0,0.0
16674,28.07,2.0,,0.0
16675,17.16,1.0,,0.0
16678,17.61,1.0,,0.0
16679,26.54,1.0,,0.0
16681,,1.0,1.0,0.0
16682,35.71,1.0,2.0,0.0
16683,0.0,1.0,6.0,0.0
16684,7.76,1.0,6.0,0.0
16685,44.49,1.0,,0.0
16686,37.43,2.0,2.0,0.0
16688,32.88,1.0,,0.0
16689,0.0,5.0,10.0,3.0
16690,,1.0,1.0,0.0
16691,,4.0,5.0,3.0
16693,39.16,3.0,10.0,0.0
16695,,2.0,2.0,0.0
16696,20.3,1.0,,0.0
16697,37.69,1.0,,0.0
16698,28.05,1.0,10.0,1.0
16699,,1.0,1.0,0.0
16700,12.97,1.0,2.0,0.0
16701,53.24,3.0,4.0,0.0
16702,252.18,2.0,7.0,0.0
16703,,1.0,1.0,0.0
16705,191.65000000000003,2.0,,0.0
16706,,1.0,6.0,0.0
16707,,1.0,,0.0
16708,25.08,1.0,3.0,0.0
16709,,1.0,,0.0
16710,0.0,2.0,9.0,4.0
16711,,1.0,,0.0
16712,26.11,1.0,1.0,0.0
16713,,1.0,1.0,0.0
16714,,1.0,,0.0
16715,,1.0,1.0,0.0
16716,0.0,1.0,1.0,0.0
16717,0.0,1.0,,0.0
16718,59.42,1.0,,0.0
16723,0.0,1.0,6.0,0.0
16724,41.35,1.0,,0.0
16725,23.51,1.0,,0.0
16726,27.23,1.0,,0.0
16727,63.1,1.0,1.0,0.0
16728,,1.0,7.0,1.0
16729,27.08,2.0,,0.0
16730,91.96,1.0,1.0,0.0
16731,,1.0,10.0,0.0
16732,,1.0,,0.0
16734,0.0,1.0,,0.0
16735,,1.0,,0.0
16736,73.15,2.0,4.0,3.0
16737,4.33,2.0,3.0,1.0
16738,,2.0,7.0,1.0
16739,708.67,1.0,6.0,0.0
16740,,1.0,3.0,0.0
16741,,1.0,,0.0
16742,,1.0,1.0,0.0
16743,42.75,1.0,,0.0
16744,20.83,1.0,,1.0
16745,202.78,2.0,2.0,0.0
16747,84.77,1.0,1.0,0.0
16750,,1.0,,0.0
16751,0.0,1.0,1.0,0.0
16752,36.67,1.0,,0.0
16753,177.67,4.0,10.0,24.0
16754,0.0,1.0,,0.0
16756,0.0,1.0,23.0,2.0
16758,80.43,1.0,4.0,1.0
